Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40282875,09/14/2018 12:00:00 AM,09/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,11235,219 BRIGHTWATER COURT,BRIGHTWATER COURT,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/14/2018 07:09:19 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,994081,149046,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.575767386246625,-73.96461091497436,"(40.575767386246625, -73.96461091497436)"
40283658,09/14/2018 11:30:02 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11212,245 GRAFTON STREET,GRAFTON STREET,DUMONT AVENUE,LIVONIA AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/14/2018 11:30:02 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 11:42:54 AM,16 BROOKLYN,3035670120,BROOKLYN,1007123,180516,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66212189332304,-73.91755645219688,"(40.66212189332304, -73.91755645219688)"
40283681,09/14/2018 03:52:42 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11217,46 4 AVENUE,4 AVENUE,PACIFIC STREET,DEAN STREET,,,ADDRESS,BROOKLYN,,N/A,Pending,10/14/2018 03:52:42 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 03:58:23 PM,02 BROOKLYN,3001920040,BROOKLYN,990056,188231,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68332547673537,-73.9790661752573,"(40.68332547673537, -73.9790661752573)"
40283708,09/14/2018 01:11:21 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10455,389 EAST 151 STREET,EAST 151 STREET,COURTLANDT AVENUE,MELROSE AVENUE,,,ADDRESS,BRONX,,N/A,Pending,10/14/2018 01:11:21 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 01:18:05 PM,01 BRONX,2023980030,BRONX,1007035,237186,PHONE,Unspecified,BRONX,,,,,,,,40.817667078175795,-73.91768168758918,"(40.817667078175795, -73.91768168758918)"
40283740,09/14/2018 12:00:00 AM,09/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11216,813 PROSPECT PLACE,PROSPECT PLACE,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/14/2018 05:17:09 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2018 12:00:00 AM,08 BROOKLYN,,BROOKLYN,998317,184938,PHONE,Unspecified,BROOKLYN,,,,,,,,40.674277665060835,-73.94928760299966,"(40.674277665060835, -73.94928760299966)"
40283863,09/14/2018 12:00:00 AM,09/21/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11237,313 JEFFERSON STREET,JEFFERSON STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/14/2018 11:14:59 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/21/2018 12:00:00 AM,04 BROOKLYN,3031660043,BROOKLYN,1004748,195960,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70451795414696,-73.92606992778072,"(40.70451795414696, -73.92606992778072)"
40284183,09/14/2018 05:37:28 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11216,,,,,FULTON STREET,BEDFORD AVENUE,INTERSECTION,BROOKLYN,,N/A,Pending,10/14/2018 05:37:28 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 05:45:24 AM,03 BROOKLYN,,BROOKLYN,997183,187256,PHONE,Unspecified,BROOKLYN,,,,,,,,40.680641779734444,-73.95337129343466,"(40.680641779734444, -73.95337129343466)"
40284214,09/14/2018 07:32:39 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11237,305 JEFFERSON STREET,JEFFERSON STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/14/2018 07:32:39 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 07:36:06 PM,04 BROOKLYN,3031660047,BROOKLYN,1004709,195908,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70437531668866,-73.92621074687654,"(40.70437531668866, -73.92621074687654)"
40284632,09/14/2018 08:58:38 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,,,,,PARK PLACE,NEW YORK AVENUE,INTERSECTION,BROOKLYN,,N/A,Pending,10/14/2018 08:58:38 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 09:06:11 AM,08 BROOKLYN,,BROOKLYN,998842,184572,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67327222768557,-73.94739573863856,"(40.67327222768557, -73.94739573863856)"
40284791,09/14/2018 04:26:20 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11411,118-34 219 STREET,219 STREET,118 AVENUE,119 AVENUE,,,ADDRESS,CAMBRIA HEIGHTS,,N/A,Pending,10/14/2018 04:26:20 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 04:33:16 PM,13 QUEENS,4127550092,QUEENS,1055744,191919,PHONE,Unspecified,QUEENS,,,,,,,,40.6931613179929,-73.742186393798,"(40.6931613179929, -73.742186393798)"
40284966,09/14/2018 12:00:00 AM,09/21/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11221,543 QUINCY STREET,QUINCY STREET,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/14/2018 06:59:15 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/21/2018 12:00:00 AM,03 BROOKLYN,3016240066,BROOKLYN,1001536,190108,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68846243620665,-73.93766965219679,"(40.68846243620665, -73.93766965219679)"
40285371,09/14/2018 05:45:03 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10302,42 SHAW PLACE,SHAW PLACE,BURNSIDE AVENUE,DEAD END,,,ADDRESS,STATEN ISLAND,,N/A,Pending,10/14/2018 05:45:03 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 05:56:33 PM,01 STATEN ISLAND,5003910510,STATEN ISLAND,947336,166131,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.62259079869962,-74.13297422241128,"(40.62259079869962, -74.13297422241128)"
40285488,09/14/2018 12:00:00 AM,09/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11210,2720 FOSTER AVENUE,FOSTER AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/14/2018 02:19:09 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2018 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,998008,171802,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.638222714663314,-73.95042836569517,"(40.638222714663314, -73.95042836569517)"
40285516,09/14/2018 03:47:23 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11203,FENIMORE STREET,FENIMORE STREET,ALBANY AVENUE,TROY AVENUE,,,BLOCKFACE,BROOKLYN,,N/A,Pending,10/14/2018 03:47:23 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 03:56:18 PM,09 BROOKLYN,,BROOKLYN,1001068,179512,PHONE,Unspecified,BROOKLYN,,,,,,,,40.659379706824936,-73.93938361838282,"(40.659379706824936, -73.93938361838282)"
40303851,09/17/2018 11:37:38 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11211,52 SHARON STREET,SHARON STREET,OLIVE STREET,MORGAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/17/2018 11:37:38 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/17/2018 11:43:11 AM,01 BROOKLYN,3029130020,BROOKLYN,1001726,199864,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71523998983944,-73.93695922830987,"(40.71523998983944, -73.93695922830987)"
40534822,10/13/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,9 WEST  110 STREET,WEST  110 STREET,FRAWLEY CIRCLE,LENOX AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,11/12/2018 11:02:58 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/13/2018 11:09:44 PM,10 MANHATTAN,1015940029,MANHATTAN,998058,229747,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79726767544381,-73.95012934655712,"(40.79726767544381, -73.95012934655712)"
40329065,09/19/2018 12:00:00 AM,09/24/2018 11:19:12 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10458,614 CRESCENT AVENUE,CRESCENT AVENUE,HUGHES AVENUE,HUGHES AVENUE,,,ADDRESS,BRONX,,N/A,Closed,10/19/2018 11:18:19 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 11:19:12 AM,06 BRONX,2030720013,BRONX,1015208,250299,PHONE,Unspecified,BRONX,,,,,,,,40.853633580631985,-73.88809354062936,"(40.853633580631985, -73.88809354062936)"
40553849,10/15/2018 12:00:00 AM,10/17/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027,2455 FREDRICK DOUGLAS BOULEVARD,FREDRICK DOUGLAS BOULEVARD,WEST 131 STREET,WEST 132 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,11/14/2018 07:37:35 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/17/2018 12:00:00 AM,10 MANHATTAN,1019580020,MANHATTAN,998596,235949,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81428959615758,-73.94817298779269,"(40.81428959615758, -73.94817298779269)"
40553850,10/15/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10314,22 WASHINGTON AVENUE,WASHINGTON AVENUE,SUNSET AVENUE,HAROLD STREET,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,11/14/2018 03:42:41 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/15/2018 03:50:17 PM,02 STATEN ISLAND,5019860069,STATEN ISLAND,946522,158497,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.60163363713795,-74.13586381393259,"(40.60163363713795, -74.13586381393259)"
40560123,10/16/2018 12:00:00 AM,09/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031,523 WEST 135 STREET,WEST 135 STREET,,,,,LATLONG,NEW YORK,,N/A,Pending,11/15/2018 09:46:50 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/16/2018 01:41:41 PM,Unspecified MANHATTAN,,MANHATTAN,997055,237970,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.8198390413261,-73.95373621734859,"(40.8198390413261, -73.95373621734859)"
40570240,10/16/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11238,PLAZA STREET,PLAZA STREET,FLATBUSH AVENUE,VANDERBILT AVENUE,,,BLOCKFACE,BROOKLYN,,N/A,Assigned,11/15/2018 07:15:01 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/16/2018 07:23:05 PM,Unspecified BROOKLYN,,BROOKLYN,992466,185385,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67551194318709,-73.97038026946554,"(40.67551194318709, -73.97038026946554)"
40282352,09/14/2018 10:52:05 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11208,999 LIBERTY AVENUE,LIBERTY AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Pending,10/14/2018 10:52:05 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 10:54:28 PM,05 BROOKLYN,,BROOKLYN,1019312,186311,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67798797892541,-73.87359227231504,"(40.67798797892541, -73.87359227231504)"
40283111,09/14/2018 11:26:56 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11211,959 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Pending,10/14/2018 11:26:56 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 11:32:24 PM,01 BROOKLYN,,BROOKLYN,1001648,199688,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.714757065766115,-73.93724105067378,"(40.714757065766115, -73.93724105067378)"
40283980,09/15/2018 12:07:46 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,11106,24-01 37 AVENUE,37 AVENUE,,,,,LATLONG,ASTORIA,,N/A,Pending,10/15/2018 12:07:46 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/15/2018 12:10:07 AM,01 QUEENS,,QUEENS,1002216,215262,MOBILE,Unspecified,QUEENS,,,,,,,,40.75750270206617,-73.93515054262537,"(40.75750270206617, -73.93515054262537)"
40284687,09/15/2018 12:00:00 AM,09/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10016,14 EAST EAST   28 STREET,EAST   28 STREET,5 AVENUE,MADISON AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/14/2018 11:58:23 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2018 12:00:00 AM,05 MANHATTAN,1008570066,MANHATTAN,988022,210442,PHONE,Unspecified,MANHATTAN,,,,,,,,40.744290468772896,-73.98638741946058,"(40.744290468772896, -73.98638741946058)"
40285084,09/14/2018 10:23:24 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11212,351 LEGION STREET,LEGION STREET,LIVONIA AVENUE,RIVERDALE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/14/2018 10:23:24 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 10:26:44 PM,16 BROOKLYN,3035820006,BROOKLYN,1007526,179818,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66020498795926,-73.91610628750443,"(40.66020498795926, -73.91610628750443)"
40285403,09/14/2018 11:32:02 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10025,215 WEST 101 STREET,WEST 101 STREET,,,,,LATLONG,NEW YORK,,N/A,Pending,10/14/2018 11:32:02 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2018 11:34:25 PM,07 MANHATTAN,,MANHATTAN,992857,229972,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.797891835784135,-73.96891362075645,"(40.797891835784135, -73.96891362075645)"
40285675,09/15/2018 12:00:00 AM,09/26/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10002,45 RUTGERS STREET,RUTGERS STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,10/15/2018 12:03:45 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/26/2018 12:00:00 AM,Unspecified MANHATTAN,,MANHATTAN,987161,198785,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7122951736838,-73.98949968164999,"(40.7122951736838, -73.98949968164999)"
